id,section_name,web_url,pub_date,headline,trail_text,period,happiness
commentisfree/2023/aug/02/keir-starmer-childcare-investment-women-voters-labour,Opinion,https://www.theguardian.com/commentisfree/2023/aug/02/keir-starmer-childcare-investment-women-voters-labour,2023-08-02T13:26:32Z,Note to Keir Starmer: delaying investment in childcare would be bad economics – and bad politics,"Failure to support women affects productivity. Neglect of female voters could also cost Labour crucial votes, says Ignacia Pinto of the Women’s Budget Group thinktank",2020-2023,5.391826792963464
stage/2023/mar/24/slow-violence-review-pleasance-london,Stage,https://www.theguardian.com/stage/2023/mar/24/slow-violence-review-pleasance-london,2023-03-24T11:14:44Z,Slow Violence review – surreal comedy of apocalyptic office politics,The climate crisis is explored via the senseless bureaucracy of a travel agency in a show that lacks subtlety ,2020-2023,5.302629757785467
commentisfree/2023/jun/20/tory-mps-viktor-orban-playbook-british-politics-hungary-edward-leigh,Opinion,https://www.theguardian.com/commentisfree/2023/jun/20/tory-mps-viktor-orban-playbook-british-politics-hungary-edward-leigh,2023-06-20T12:33:00Z,Why are Tory MPs trying to bring the Orbán playbook to British politics?,"Edward Leigh’s meeting with Hungary’s far-right PM is part of a wider pattern, says Anglo-Hungarian journalist Alex Faludy",2020-2023,5.308397849462366
us-news/2023/oct/03/kevin-mccarthy-house-speaker-vote,US news,https://www.theguardian.com/us-news/2023/oct/03/kevin-mccarthy-house-speaker-vote,2023-10-04T02:16:04Z,A tense political moment: McCarthy laughs as ouster is decided,"An inside look at the House chamber during the unprecedented, bipartisan vote to remove the speaker",2020-2023,5.294868603042877
lifeandstyle/2023/dec/23/from-bleak-sunak-to-bad-santa-the-best-and-worst-political-christmas-cards,Life and style,https://www.theguardian.com/lifeandstyle/2023/dec/23/from-bleak-sunak-to-bad-santa-the-best-and-worst-political-christmas-cards,2023-12-23T09:00:20Z,From bleak Sunak to bad Santa: the best and worst political Christmas cards,"Keir Starmer has his eyes on the prize, Liz Truss looks serene and Boris Johnson lives down to expectations",2020-2023,5.425999999999999
australia-news/2023/oct/06/peter-dutton-is-the-exploding-fire-hydrant-of-politics-pushing-his-party-to-the-angry-fringes-and-electoral-oblivion,Australia news,https://www.theguardian.com/australia-news/2023/oct/06/peter-dutton-is-the-exploding-fire-hydrant-of-politics-pushing-his-party-to-the-angry-fringes-and-electoral-oblivion,2023-10-06T14:00:45Z,"Peter Dutton is the exploding fire hydrant of politics, pushing his party to the angry fringes and electoral oblivion","Anger and aggression in rightwing politics is now a multinational enterprise, and the opposition leader heads the local charge",2020-2023,5.359805579036348
commentisfree/2023/may/26/the-guardian-view-on-water-politics-in-europe-a-new-fault-line,Opinion,https://www.theguardian.com/commentisfree/2023/may/26/the-guardian-view-on-water-politics-in-europe-a-new-fault-line,2023-05-26T17:30:40Z,The Guardian view on water politics in Europe: a new fault line,"<strong>Editorial:</strong> As drought becomes the norm, creative solutions must be found to deal with a new, parched reality",2020-2023,5.3824733475479745
books/2023/may/21/stylist-extraordinaire-worlds-of-literature-and-politics-pay-tribute-to-martin-amis,Books,https://www.theguardian.com/books/2023/may/21/stylist-extraordinaire-worlds-of-literature-and-politics-pay-tribute-to-martin-amis,2023-05-21T18:42:25Z,‘Stylist extraordinaire’: worlds of literature and politics pay tribute to Martin Amis,Fellow writers including Salman Rushdie express their admiration for British novelist who has died aged 73,2020-2023,5.442619047619048
society/2023/dec/19/communities-can-take-back-control-of-housing-but-they-need-political-support,Society,https://www.theguardian.com/society/2023/dec/19/communities-can-take-back-control-of-housing-but-they-need-political-support,2023-12-19T18:04:47Z,Communities can take back control of housing – but they need political support,"Letters:<strong> Tom Chance </strong>on why local builders could be the solution to the country’s housing crisis. Plus letters from <strong>Dr Steve Melia, David Redshaw </strong>and<strong> Michael Heaton</strong>",2020-2023,5.520381679389313
sport/2023/jun/11/golf-rory-mcilroy-us-open-chance-leave-politics-behind-end-major-drought,Sport,https://www.theguardian.com/sport/2023/jun/11/golf-rory-mcilroy-us-open-chance-leave-politics-behind-end-major-drought,2023-06-11T07:00:44Z,US Open gives McIlroy chance to leave politics behind and end major drought,Northern Irishman deserved better treatment from PGA Tour but has a tendency to prevail against a backdrop of tumult,2020-2023,5.336540342298289
